OBJECTID_1,SETTLEMENT,SETTL_NAME,NAME_EN
225,25007,Lemybrien,County_Waterford
226,25006,Kilmacthomas,County_Waterford
43,14001,Enniscorthy,County_Wexford
45,14011,Gorey,County_Wexford
64,35008,New Ross,County_Wexford
78,14018,Wexford,County_Wexford
91,14042,Ballymurn,County_Wexford
106,14045,Ballyhogue,County_Wexford
107,14041,Ballyedmond,County_Wexford
109,14040,Killinierin,County_Wexford
110,14043,Bree,County_Wexford
116,14010,Courtown Harbour-Riverchapel-Ardamine,County_Wexford
123,14034,Danescastle,County_Wexford
127,14026,Kilrane,County_Wexford
128,14012,Kilmuckeridge or Ford,County_Wexford
129,14022,Kilmore Quay,County_Wexford
130,14017,Fethard-On-Sea,County_Wexford
131,14028,Murntown,County_Wexford
132,14035,Grahormac,County_Wexford
133,14006,Ferns,County_Wexford
134,14016,Duncannon,County_Wexford
140,14044,The Ballagh,County_Wexford
141,14039,Kilmyshall,County_Wexford
142,14008,Camolin,County_Wexford
143,14020,Bridgetown,County_Wexford
147,14025,Barntown,County_Wexford
148,14009,Coolgreany,County_Wexford
149,14004,Clonroche,County_Wexford
150,14021,Castlebridge-Blackwater,County_Wexford
151,14029,Castle Ellis,County_Wexford
153,14023,Rosslare,County_Wexford
154,14027,Piercetown,County_Wexford
155,14024,Taghmon,County_Wexford
156,14038,Oulart,County_Wexford
157,14005,Oilgate,County_Wexford
166,14031,Newbawn,County_Wexford
167,14036,Ballysimon,County_Wexford
177,14015,Campile,County_Wexford
188,14007,Ballycanew,County_Wexford
189,14037,Arthurstown,County_Wexford
190,14014,Ballyhack,County_Wexford
191,14033,Clongeen,County_Wexford
194,14019,Ballygeary or Rosslare Harbour,County_Wexford
195,14032,Ballycullane,County_Wexford
198,14030,Adamstown,County_Wexford
621,35022,Clonegal,County_Wexford
806,35025,Bunclody-Carrickduff,County_Wexford
853,14047,Killurin,County_Wexford
854,14048,Duncormick,County_Wexford
855,14049,Kilmore,County_Wexford
47,7009,Kilkenny,County_Kilkenny
64,35008,New Ross,County_Kilkenny
81,35004,Waterford city and suburbs,County_Kilkenny
432,7018,Urlingford,County_Kilkenny
450,7016,Thomastown,County_Kilkenny
480,7028,Knocktopher,County_Kilkenny
481,7022,Slieverue,County_Kilkenny
482,7029,Ballyhale,County_Kilkenny
483,7026,Lawcus-Stoneyford,County_Kilkenny
484,7002,Kilmoganny,County_Kilkenny
485,7019,Kilmacow,County_Kilkenny
486,7025,Kells,County_Kilkenny
487,7017,Johnstown,County_Kilkenny
488,7015,Inistioge,County_Kilkenny
489,7011,Gowran,County_Kilkenny
490,7013,Goresbridge,County_Kilkenny
493,7010,Freshford,County_Kilkenny
494,7027,Fiddown,County_Kilkenny
495,7006,Clogh-Chatsworth,County_Kilkenny
496,7005,Castlecomer-Donaguile,County_Kilkenny
497,7001,Callan,County_Kilkenny
498,7012,Bennettsbridge,County_Kilkenny
504,7004,Ballyragget,County_Kilkenny
505,7003,Piltown,County_Kilkenny
507,7024,Paulstown,County_Kilkenny
508,7021,Mullinavat,County_Kilkenny
537,7020,Mooncoin,County_Kilkenny
538,7007,Moneenroe,County_Kilkenny
623,35020,Graiguenamanagh-Tinnahinch,County_Kilkenny
25,35006,Carlow,County_Carlow
60,1008,Muinebeag (Bagenalstown),County_Carlow
490,7013,Goresbridge,County_Carlow
513,1002,Rathvilly,County_Carlow
560,1012,Ballon,County_Carlow
572,1018,Rathtoe,County_Carlow
573,1007,Leighlinbridge,County_Carlow
576,1014,Kildavin,County_Carlow
589,1020,Fennagh,County_Carlow
592,1013,Kernanstown,County_Carlow
612,1016,Palatine,County_Carlow
621,35022,Clonegal,County_Carlow
623,35020,Graiguenamanagh-Tinnahinch,County_Carlow
637,1009,Tullow,County_Carlow
669,1001,Hacketstown,County_Carlow
717,1019,Ballinabrannagh,County_Carlow
724,1015,Myshall,County_Carlow
755,1010,Tinriland,County_Carlow
806,35025,Bunclody-Carrickduff,County_Carlow
835,1004,Borris,County_Carlow
92,33054,Kildrum,
767,33034,Muff,
12,15009,Arklow,County_Wicklow
24,35007,Bray,County_Wicklow
46,15006,Greystones-Delgany,County_Wicklow
79,15010,Wicklow,County_Wicklow
82,15019,Rathnew,County_Wicklow
93,15025,Shillelagh,County_Wicklow
99,15024,Tinahely,County_Wicklow
100,15026,Stratford,County_Wicklow
104,15021,Laragh,County_Wicklow
105,15016,Kilpedder,County_Wicklow
111,15003,Dunlavin,County_Wicklow
112,15032,Knockananna,County_Wicklow
120,15020,Roundwood,County_Wicklow
121,15031,Coolboy,County_Wicklow
124,15027,Redcross,County_Wicklow
125,15018,Rathdrum,County_Wicklow
126,15008,Enniskerry,County_Wicklow
136,15028,Manor Kilbride,County_Wicklow
138,15029,Barndarrig,County_Wicklow
139,15030,Ballinaclash,County_Wicklow
144,15007,Kilmacanogue,County_Wicklow
152,15004,Donard,County_Wicklow
158,15023,Carnew,County_Wicklow
159,35026,Blessington,County_Wicklow
160,15001,Baltinglass,County_Wicklow
161,15013,Avoca,County_Wicklow
162,15012,Aughrim,County_Wicklow
163,15011,Ashford,County_Wicklow
164,15017,Newtownmountkennedy,County_Wicklow
165,15022,Newcastle,County_Wicklow
168,15015,Kilcoole,County_Wicklow
176,15014,Glenealy,County_Wicklow
856,15033,Ballyknockan,County_Wicklow
