stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,settlement,county
8220DB002194,2194,Military Road,,53.34619334,-6.328404303,,,,,Dublin city and suburbs,County_Dublin
8220DB002195,2195,St Mary's Hospital,,53.34674411,-6.337589993,,,,,Dublin city and suburbs,County_Dublin
8220DB002196,2196,Chapelizod,,53.34783463,-6.341678151,,,,,Dublin city and suburbs,County_Dublin
8220DB002197,2197,Lucan Road,,53.34816555,-6.346742215,,,,,Dublin city and suburbs,County_Dublin
8220DB002198,2198,Belgrove Park,,53.35062514,-6.351063289,,,,,Dublin city and suburbs,County_Dublin
8220DB002199,2199,Glenaulin,,53.3519683,-6.355908534,,,,,Dublin city and suburbs,County_Dublin
8220DB002200,2200,Kylemore Road,,53.35028275,-6.352954151,,,,,Dublin city and suburbs,County_Dublin
8220DB002243,2243,Glenaulin,,53.35197438,-6.355697995,,,,,Dublin city and suburbs,County_Dublin
8220DB002244,2244,Belgrove Park,,53.35088435,-6.351609074,,,,,Dublin city and suburbs,County_Dublin
8220DB002245,2245,Laurence Brook,,53.3494632,-6.348284211,,,,,Dublin city and suburbs,County_Dublin
8220DB002246,2246,Chapelizod,,53.34831131,-6.343642354,,,,,Dublin city and suburbs,County_Dublin
8220DB002247,2247,St Mary's Hospital,,53.34675286,-6.336282916,,,,,Dublin city and suburbs,County_Dublin
8220DB002248,2248,Military Road,,53.34632093,-6.327888637,,,,,Dublin city and suburbs,County_Dublin
8220DB002249,2249,Garda Boat Club,,53.3465317,-6.321136449,,,,,Dublin city and suburbs,County_Dublin
8220DB002250,2250,Salmon Pool,,53.34743859,-6.31533304,,,,,Dublin city and suburbs,County_Dublin
8220DB002251,2251,Islandbridge Gate,,53.34813204,-6.310979792,,,,,Dublin city and suburbs,County_Dublin
8220DB002255,2255,East Wall Road,,53.3602301,-6.23826189,,,,,Dublin city and suburbs,County_Dublin
8220DB002256,2256,West Road,,53.35834894,-6.235650152,,,,,Dublin city and suburbs,County_Dublin
8220DB002257,2257,Strangford Road East,,53.35638242,-6.238210284,,,,,Dublin city and suburbs,County_Dublin
8220DB002258,2258,St Mary's Road,,53.35465375,-6.238011177,,,,,Dublin city and suburbs,County_Dublin
8220DB002259,2259,Church Road,,53.35353813,-6.236720191,,,,,Dublin city and suburbs,County_Dublin
8220DB002260,2260,Kilane Road,,53.35177851,-6.23503526,,,,,Dublin city and suburbs,County_Dublin
8220DB002261,2261,Church Court,,53.35263855,-6.232415894,,,,,Dublin city and suburbs,County_Dublin
8220DB002262,2262,Merchants Road,,53.3535229,-6.226595602,,,,,Dublin city and suburbs,County_Dublin
8220DB002264,2264,Alexandra Road,,53.3511016,-6.220927776,,,,,Dublin city and suburbs,County_Dublin
8220DB002270,2270,Ferry Terminal,,53.34570612,-6.195618655,,,,,Dublin city and suburbs,County_Dublin
8220DB002274,2274,Alexandra Road,,53.3501863,-6.203631144,,,,,Dublin city and suburbs,County_Dublin
8220DB002278,2278,East Road,,53.354371,-6.229865,,,,,Dublin city and suburbs,County_Dublin
8220DB002279,2279,Caledon Road,,53.35294137,-6.231622199,,,,,Dublin city and suburbs,County_Dublin
8220DB002280,2280,Oxford Terrace,,53.35231172,-6.237056239,,,,,Dublin city and suburbs,County_Dublin
8220DB002281,2281,St Mary's Road North,,53.35366411,-6.236730013,,,,,Dublin city and suburbs,County_Dublin
8220DB002282,2282,St Mary's Road,,53.35484117,-6.238529251,,,,,Dublin city and suburbs,County_Dublin
8220DB002283,2283,Portside Court,,53.35832621,-6.235936552,,,,,Dublin city and suburbs,County_Dublin
8220DB002310,2310,Werburgh Street,,53.3424457,-6.269798428,,,,,Dublin city and suburbs,County_Dublin
8220DB002311,2311,Kevin Street,,53.33828528,-6.270492467,,,,,Dublin city and suburbs,County_Dublin
8220DB002312,2312,St Luke's Avenue,,53.33887885,-6.275484235,,,,,Dublin city and suburbs,County_Dublin
8220DB002313,2313,Ardee Court,,53.33874233,-6.278478182,,,,,Dublin city and suburbs,County_Dublin
8220DB002314,2314,Cork Street,,53.33835368,-6.280821493,,,,,Dublin city and suburbs,County_Dublin
8220DB002315,2315,Brickfield Lane,,53.33753643,-6.285239284,,,,,Dublin city and suburbs,County_Dublin
8220DB002317,2317,St Mary's Road,,53.32341857,-6.318876559,,,,,Dublin city and suburbs,County_Dublin
8220DB002318,2318,Somerville Avenue,,53.32198001,-6.318843046,,,,,Dublin city and suburbs,County_Dublin
8220DB002319,2319,Crumlin Garda Station,,53.31956475,-6.315200389,,,,,Dublin city and suburbs,County_Dublin
8220DB002327,2327,St Agnes Road,,53.31685443,-6.316763074,,,,,Dublin city and suburbs,County_Dublin
8220DB002328,2328,Crumlin Garda Station,,53.31959,-6.31552,,,,,Dublin city and suburbs,County_Dublin
8220DB002329,2329,Crumlin Village,,53.32090148,-6.316934025,,,,,Dublin city and suburbs,County_Dublin
8220DB002330,2330,Sommerville Avenue,,53.32214804,-6.31928678,,,,,Dublin city and suburbs,County_Dublin
8220DB002331,2331,St Mary's Road,,53.32457177,-6.317795378,,,,,Dublin city and suburbs,County_Dublin
8220DB002332,2332,Walkinstown Mall,,53.32087464,-6.3310153,,,,,Dublin city and suburbs,County_Dublin
8220DB002333,2333,Walkinstown Roundabout,,53.31784176,-6.332664654,,,,,Dublin city and suburbs,County_Dublin
8220DB002378,2378,Walkinstown Road,,53.31814782,-6.332697752,,,,,Dublin city and suburbs,County_Dublin
8220DB002379,2379,Marion Villas,,53.33783344,-6.284641707,,,,,Dublin city and suburbs,County_Dublin
8220DB002380,2380,Ardee Street,,53.33850607,-6.280169624,,,,,Dublin city and suburbs,County_Dublin
8220DB002382,2382,St Luke's Avenue,,53.33885781,-6.278383426,,,,,Dublin city and suburbs,County_Dublin
8220DB002383,2383,Patrick's Cathedral,,53.33945807,-6.272652583,,,,,Dublin city and suburbs,County_Dublin
8220DB002385,2385,Patrick Street,,53.34231512,-6.271951368,,,,,Dublin city and suburbs,County_Dublin
8220DB002386,2386,New Street South,,53.33790737,-6.272324817,,,,,Dublin city and suburbs,County_Dublin
8220DB002387,2387,Long Lane,,53.33658442,-6.272828791,,,,,Dublin city and suburbs,County_Dublin
8220DB002388,2388,St. Kevin's Parade,,53.3344588,-6.274386231,,,,,Dublin city and suburbs,County_Dublin
8220DB002389,2389,St Clare's Avenue,,53.32492903,-6.279199521,,,,,Dublin city and suburbs,County_Dublin
8220DB002390,2390,Mount Argus Park,,53.32152863,-6.283989835,,,,,Dublin city and suburbs,County_Dublin
8220DB002391,2391,Mount Argus Church,,53.32019751,-6.286429956,,,,,Dublin city and suburbs,County_Dublin
8220DB002392,2392,Kimmage Grove,,53.31874912,-6.291351302,,,,,Dublin city and suburbs,County_Dublin
8220DB002393,2393,Corrib Road,,53.31520361,-6.295455305,,,,,Dublin city and suburbs,County_Dublin
8220DB002394,2394,Poddle Park,,53.31325906,-6.297754017,,,,,Dublin city and suburbs,County_Dublin
8220DB002395,2395,Fortfield Road,,53.31150181,-6.300585351,,,,,Dublin city and suburbs,County_Dublin
8220DB002396,2396,Wainsfort,,53.30881907,-6.302177579,,,,,Dublin city and suburbs,County_Dublin
8220DB002397,2397,College Drive,,53.30658916,-6.300855508,,,,,Dublin city and suburbs,County_Dublin
8220DB002398,2398,Fortfield,,53.30534396,-6.299884582,,,,,Dublin city and suburbs,County_Dublin
8220DB002409,2409,Fortfield,,53.30539122,-6.300047765,,,,,Dublin city and suburbs,County_Dublin
8220DB002410,2410,College Drive,,53.30685437,-6.301175109,,,,,Dublin city and suburbs,County_Dublin
8220DB002411,2411,Wainsfort Park,,53.30917325,-6.302433647,,,,,Dublin city and suburbs,County_Dublin
8220DB002412,2412,Lavarna,,53.31093522,-6.301823462,,,,,Dublin city and suburbs,County_Dublin
8220DB002413,2413,Whitehall Road,,53.31286579,-6.305483846,,,,,Dublin city and suburbs,County_Dublin
8220DB002414,2414,Westbrook,,53.31407447,-6.310854049,,,,,Dublin city and suburbs,County_Dublin
8220DB002415,2415,Royston Village,,53.31505675,-6.313576893,,,,,Dublin city and suburbs,County_Dublin
8220DB002416,2416,Cromwellsfort Road,,53.31633903,-6.317819,,,,,Dublin city and suburbs,County_Dublin
8220DB002417,2417,Cherry Grove,,53.31663522,-6.322895542,,,,,Dublin city and suburbs,County_Dublin
8220DB002418,2418,Bigger Road,,53.31696995,-6.326889959,,,,,Dublin city and suburbs,County_Dublin
8220DB002419,2419,Cherryfield Road,,53.31707992,-6.330247797,,,,,Dublin city and suburbs,County_Dublin
8220DB002431,2431,Cromwellsfort Road,,53.31720321,-6.330708281,,,,,Dublin city and suburbs,County_Dublin
8220DB002432,2432,Beechfield Avenue,,53.31701347,-6.32550738,,,,,Dublin city and suburbs,County_Dublin
8220DB002433,2433,Cherry Grove,,53.31658623,-6.320691083,,,,,Dublin city and suburbs,County_Dublin
8220DB002434,2434,Kimmage Road West,,53.3160266,-6.316060201,,,,,Dublin city and suburbs,County_Dublin
8220DB002435,2435,Westbrook,,53.3143144,-6.311294833,,,,,Dublin city and suburbs,County_Dublin
8220DB002436,2436,Lorcan O'Toole Park,,53.31370591,-6.308947527,,,,,Dublin city and suburbs,County_Dublin
8220DB002437,2437,Brookfield,,53.31268882,-6.30251926,,,,,Dublin city and suburbs,County_Dublin
8220DB002438,2438,Kimmage Road Lower,,53.31248952,-6.299255424,,,,,Dublin city and suburbs,County_Dublin
8220DB002439,2439,Ravensdale Park,,53.31354587,-6.297697579,,,,,Dublin city and suburbs,County_Dublin
8220DB002440,2440,Aideen Avenue,,53.31640087,-6.294326915,,,,,Dublin city and suburbs,County_Dublin
8220DB002441,2441,Kimmage Grove,,53.31906116,-6.291173722,,,,,Dublin city and suburbs,County_Dublin
8220DB002442,2442,Mount Argus Church,,53.32045241,-6.28602946,,,,,Dublin city and suburbs,County_Dublin
8220DB002443,2443,Brookfield,,53.32189218,-6.283644996,,,,,Dublin city and suburbs,County_Dublin
8220DB002444,2444,Mount Argus Road,,53.32429774,-6.279675293,,,,,Dublin city and suburbs,County_Dublin
8220DB002448,2448,Cashel Road,,53.31930925,-6.304147807,,,,,Dublin city and suburbs,County_Dublin
8220DB002449,2449,Armagh Road,,53.32098518,-6.305072072,,,,,Dublin city and suburbs,County_Dublin
8220DB002450,2450,Scoil Una Naofa,,53.3202311,-6.307668789,,,,,Dublin city and suburbs,County_Dublin
8220DB002452,2452,St Peter's Road,,53.31618988,-6.332158697,,,,,Dublin city and suburbs,County_Dublin
8220DB002453,2453,Limekiln Grove,,53.31482788,-6.330530823,,,,,Dublin city and suburbs,County_Dublin
8220DB002462,2462,Greenhills CU,,53.31382319,-6.330029732,,,,,Dublin city and suburbs,County_Dublin
8220DB002463,2463,St Peter's Road,,53.31530445,-6.331187624,,,,,Dublin city and suburbs,County_Dublin
8220DB002465,2465,Armagh Road,,53.31998846,-6.308939283,,,,,Dublin city and suburbs,County_Dublin
8220DB002466,2466,Scoil Colm,,53.32065423,-6.306451176,,,,,Dublin city and suburbs,County_Dublin
8220DB002467,2467,Cashel Road,,53.31923418,-6.303925628,,,,,Dublin city and suburbs,County_Dublin
8220DB002471,2471,Larkfield Park,,53.31868158,-6.289147501,,,,,Dublin city and suburbs,County_Dublin
8220DB002472,2472,Harolds Cross NS,,53.31767791,-6.285600295,,,,,Dublin city and suburbs,County_Dublin
8220DB002473,2473,Clareville Road,,53.31788873,-6.283385384,,,,,Dublin city and suburbs,County_Dublin
8220DB002474,2474,Westfield Road,,53.31875601,-6.281819529,,,,,Dublin city and suburbs,County_Dublin
8220DB002475,2475,Kenilworth Park,,53.31886589,-6.280088932,,,,,Dublin city and suburbs,County_Dublin
8220DB002476,2476,Kenilworth Square North,,53.31904381,-6.277469975,,,,,Dublin city and suburbs,County_Dublin
8220DB002477,2477,Kenilworth Road,,53.31987794,-6.274239109,,,,,Dublin city and suburbs,County_Dublin
8220DB002478,2478,Grosvenor Road,,53.32057759,-6.269797669,,,,,Dublin city and suburbs,County_Dublin
8220DB002479,2479,Grosvenor Road,,53.320234,-6.270276905,,,,,Dublin city and suburbs,County_Dublin
8220DB002480,2480,Kenilworth Road,,53.3197445,-6.274334558,,,,,Dublin city and suburbs,County_Dublin
8220DB002481,2481,Harolds Cross Road,,53.31873807,-6.278082699,,,,,Dublin city and suburbs,County_Dublin
8220DB002482,2482,Clareville Road,,53.31892063,-6.281392627,,,,,Dublin city and suburbs,County_Dublin
8220DB002483,2483,Larkfield Grove,,53.31759799,-6.284417722,,,,,Dublin city and suburbs,County_Dublin
8220DB002484,2484,Larkfield Park,,53.31854684,-6.289152891,,,,,Dublin city and suburbs,County_Dublin
8220DB002485,2485,Sundrive Road,,53.31979158,-6.291339674,,,,,Dublin city and suburbs,County_Dublin
8220DB002486,2486,Blarney Park,,53.3210754,-6.293119725,,,,,Dublin city and suburbs,County_Dublin
8220DB002487,2487,Stannaway Road,,53.32181638,-6.295281797,,,,,Dublin city and suburbs,County_Dublin
8220DB002488,2488,Kilfenora Road,,53.32035543,-6.298717458,,,,,Dublin city and suburbs,County_Dublin
8220DB002489,2489,Clonfert Road,,53.3194152,-6.300856322,,,,,Dublin city and suburbs,County_Dublin
8220DB002490,2490,Captain's Road,,53.31954654,-6.309467113,,,,,Dublin city and suburbs,County_Dublin
8220DB002491,2491,Captain's Avenue,,53.31802766,-6.308206277,,,,,Dublin city and suburbs,County_Dublin
8220DB002492,2492,Stannaway Avenue,,53.31630636,-6.307884119,,,,,Dublin city and suburbs,County_Dublin
8220DB002493,2493,Captain's Road,,53.31833048,-6.308644599,,,,,Dublin city and suburbs,County_Dublin
8220DB002494,2494,Stannaway Road,,53.31969667,-6.300424844,,,,,Dublin city and suburbs,County_Dublin
8220DB002495,2495,Ferns Road,,53.32121991,-6.296941782,,,,,Dublin city and suburbs,County_Dublin
8220DB002496,2496,Eamonn Ceannt Park,,53.32196775,-6.293924742,,,,,Dublin city and suburbs,County_Dublin
8220DB002497,2497,Sundrive Park,,53.32032995,-6.291903584,,,,,Dublin city and suburbs,County_Dublin
8220DB002498,2498,IFSC,,53.34824354,-6.250111878,,,,,Dublin city and suburbs,County_Dublin
8220DB002499,2499,CHQ,,53.34812783,-6.24712751,,,,,Dublin city and suburbs,County_Dublin
8220DB002500,2500,Beckett Bridge,,53.34778834,-6.242379931,,,,,Dublin city and suburbs,County_Dublin
8220DB002501,2501,Spencer Place,,53.34737591,-6.236358699,,,,,Dublin city and suburbs,County_Dublin
8220DB002502,2502,New Wapping Street,,53.34966038,-6.235242944,,,,,Dublin city and suburbs,County_Dublin
8220DB002507,2507,The Point,,53.34802169,-6.227169448,,,,,Dublin city and suburbs,County_Dublin
8220DB002508,2508,East Wall Road,,53.3528641,-6.225811747,,,,,Dublin city and suburbs,County_Dublin
8220DB002634,2634,Clanbrassil Street,,53.33289127,-6.275380456,,,,,Dublin city and suburbs,County_Dublin
8220DB002635,2635,Lombard Street West,,53.33425081,-6.274920178,,,,,Dublin city and suburbs,County_Dublin
8220DB002636,2636,New Street South,,53.33658044,-6.273174332,,,,,Dublin city and suburbs,County_Dublin
8220DB002637,2637,Heuston Station,,53.345846,-6.294308,,,,,Dublin city and suburbs,County_Dublin
8220DB002638,2638,St Johns Road West,,53.34565875,-6.296959098,,,,,Dublin city and suburbs,County_Dublin
8220DB002640,2640,Inchicore Road,,53.34204453,-6.308892572,,,,,Dublin city and suburbs,County_Dublin
8220DB002641,2641,Camac Court,,53.34196601,-6.315413635,,,,,Dublin city and suburbs,County_Dublin
8220DB002642,2642,Grattan Crescent,,53.341209,-6.319739,,,,,Dublin city and suburbs,County_Dublin
8220DB002643,2643,Sarsfield Road,,53.34154,-6.320927,,,,,Dublin city and suburbs,County_Dublin
8220DB002644,2644,Sarsfield Medical,,53.34199059,-6.327382266,,,,,Dublin city and suburbs,County_Dublin
8220DB002645,2645,Lally Road,,53.34169653,-6.33077287,,,,,Dublin city and suburbs,County_Dublin
8220DB002646,2646,Decies Road,,53.34149449,-6.33367926,,,,,Dublin city and suburbs,County_Dublin
8220DB002647,2647,Markievicz Park,,53.34064707,-6.338007398,,,,,Dublin city and suburbs,County_Dublin
8220DB002648,2648,Ramillies Road,,53.33972302,-6.342653701,,,,,Dublin city and suburbs,County_Dublin
8220DB002649,2649,Thomond Road,,53.33911058,-6.345801041,,,,,Dublin city and suburbs,County_Dublin
8220DB002650,2650,Landen Road,,53.33776556,-6.346679023,,,,,Dublin city and suburbs,County_Dublin
8220DB002652,2652,Kylemore Avenue,,53.33884595,-6.348108909,,,,,Dublin city and suburbs,County_Dublin
8220DB002653,2653,Ballyfermot Crescent,,53.34023477,-6.348445685,,,,,Dublin city and suburbs,County_Dublin
8220DB002654,2654,Ballyfermot Road,,53.34129873,-6.348689907,,,,,Dublin city and suburbs,County_Dublin
8220DB002655,2655,Ballyfermot Parade,,53.34213816,-6.352847576,,,,,Dublin city and suburbs,County_Dublin
8220DB002656,2656,Ballyfermot,,53.34262349,-6.358716107,,,,,Dublin city and suburbs,County_Dublin
8220DB002657,2657,Clifden Road,,53.34131706,-6.361754866,,,,,Dublin city and suburbs,County_Dublin
8220DB002658,2658,Oranmore Road,,53.33916244,-6.361281823,,,,,Dublin city and suburbs,County_Dublin
8220DB002659,2659,Raheen Park Estate,,53.33702124,-6.360477948,,,,,Dublin city and suburbs,County_Dublin
8220DB002660,2660,Cherry Orchard Avenue,,53.33577504,-6.360705943,,,,,Dublin city and suburbs,County_Dublin
8220DB002661,2661,Cherry Orchard Drive,,53.33548606,-6.365191777,,,,,Dublin city and suburbs,County_Dublin
8220DB002662,2662,Cherry Orchard Way,,53.33679352,-6.370097177,,,,,Dublin city and suburbs,County_Dublin
8220DB002663,2663,Croftwood Crescent,,53.336914,-6.370362879,,,,,Dublin city and suburbs,County_Dublin
8220DB002664,2664,Cherry Orchard Drive,,53.3356012,-6.365067246,,,,,Dublin city and suburbs,County_Dublin
8220DB002665,2665,Croftwood Park,,53.33588036,-6.360521711,,,,,Dublin city and suburbs,County_Dublin
8220DB002666,2666,Clifden Drive,,53.3376007,-6.360786087,,,,,Dublin city and suburbs,County_Dublin
8220DB002667,2667,Clifden Road,,53.34069763,-6.361808648,,,,,Dublin city and suburbs,County_Dublin
8220DB002668,2668,Ballyfermot Community Centre,,53.34298283,-6.363282972,,,,,Dublin city and suburbs,County_Dublin
8220DB002670,2670,Spiddal Park,,53.34038994,-6.36755719,,,,,Dublin city and suburbs,County_Dublin
8220DB002672,2672,Cleggan Park,,53.34335894,-6.367774177,,,,,Dublin city and suburbs,County_Dublin
8220DB002688,2688,Cleggan Park,,53.34346351,-6.368190708,,,,,Dublin city and suburbs,County_Dublin
8220DB002689,2689,Blackditch Drive,,53.343106,-6.363743832,,,,,Dublin city and suburbs,County_Dublin
8220DB002696,2696,Ballyfermot,,53.34268762,-6.358803755,,,,,Dublin city and suburbs,County_Dublin
8220DB002697,2697,Ballyfermot Parade,,53.34227747,-6.35317261,,,,,Dublin city and suburbs,County_Dublin
8220DB002700,2700,Kylemore Road,,53.34129665,-6.348539807,,,,,Dublin city and suburbs,County_Dublin
8220DB002701,2701,Ballyfermot Crescent,,53.3401698,-6.348298019,,,,,Dublin city and suburbs,County_Dublin
8220DB002702,2702,Kylemore Avenue,,53.3381033,-6.347702124,,,,,Dublin city and suburbs,County_Dublin
8220DB002703,2703,Thomond Road,,53.33828471,-6.346523787,,,,,Dublin city and suburbs,County_Dublin
8220DB002704,2704,Decies Road,,53.33923908,-6.345345548,,,,,Dublin city and suburbs,County_Dublin
8220DB002706,2706,Garryowen Road,,53.34003328,-6.341695561,,,,,Dublin city and suburbs,County_Dublin
8220DB002708,2708,Landen Road,,53.34183371,-6.332870065,,,,,Dublin city and suburbs,County_Dublin
8220DB002709,2709,Longmeadows,,53.34299278,-6.333485665,,,,,Dublin city and suburbs,County_Dublin
8220DB002710,2710,Ballyfermot Road,,53.34211509,-6.339512208,,,,,Dublin city and suburbs,County_Dublin
8220DB002711,2711,Markievicz Park,,53.34178353,-6.341522513,,,,,Dublin city and suburbs,County_Dublin
8220DB002712,2712,St Gabriel's School,,53.34245985,-6.34556626,,,,,Dublin city and suburbs,County_Dublin
8220DB002713,2713,St Gabriel's School,,53.34248065,-6.347067298,,,,,Dublin city and suburbs,County_Dublin
8220DB002714,2714,Markievicz Park,,53.34190511,-6.341863214,,,,,Dublin city and suburbs,County_Dublin
8220DB002715,2715,O'Hogan Road,,53.34255171,-6.338594133,,,,,Dublin city and suburbs,County_Dublin
8220DB002716,2716,Sarsfield Road,,53.34284063,-6.332245056,,,,,Dublin city and suburbs,County_Dublin
8220DB002717,2717,Seaview Avenue,,53.35724331,-6.237468647,,,,,Dublin city and suburbs,County_Dublin
8220DB002718,2718,St Mary's Avenue,,53.34228226,-6.327671217,,,,,Dublin city and suburbs,County_Dublin
8220DB002719,2719,Woodfield Place,,53.34164577,-6.320111939,,,,,Dublin city and suburbs,County_Dublin
8220DB002720,2720,Church Road,,53.3520557,-6.233116005,,,,,Dublin city and suburbs,County_Dublin
8220DB002721,2721,South Circular Road,,53.34327186,-6.310511085,,,,,Dublin city and suburbs,County_Dublin
8220DB002722,2722,South Circular Road,,53.3434371,-6.311390663,,,,,Dublin city and suburbs,County_Dublin
8220DB002726,2726,Long Mile Road,,53.32381439,-6.33042018,,,,,Dublin city and suburbs,County_Dublin
8220DB002727,2727,Drimnagh Castle,,53.32375897,-6.332884293,,,,,Dublin city and suburbs,County_Dublin
8220DB002728,2728,Walkinstown Park,,53.32137023,-6.339477198,,,,,Dublin city and suburbs,County_Dublin
8220DB002729,2729,Walkinstown Park Estate,,53.31911061,-6.335992494,,,,,Dublin city and suburbs,County_Dublin
8220DB002730,2730,Walkinstown Community Centre,,53.31793543,-6.334222026,,,,,Dublin city and suburbs,County_Dublin
8220DB002774,2774,Walkinstown Avenue,,53.31826073,-6.334989874,,,,,Dublin city and suburbs,County_Dublin
8220DB002775,2775,Ep Mooney Park,,53.32277703,-6.341103861,,,,,Dublin city and suburbs,County_Dublin
8220DB002777,2777,Walkinstown Park Estate,,53.31916995,-6.336380452,,,,,Dublin city and suburbs,County_Dublin
8220DB002778,2778,Drimnagh Castle,,53.32402445,-6.3319432,,,,,Dublin city and suburbs,County_Dublin
8220DB002780,2780,Walkinstown Avenue,,53.32568484,-6.342086963,,,,,Dublin city and suburbs,County_Dublin
8220DB002782,2782,Bluebell Avenue,,53.33067726,-6.345616899,,,,,Dublin city and suburbs,County_Dublin
8220DB002783,2783,Kylemore Way,,53.33535931,-6.346862196,,,,,Dublin city and suburbs,County_Dublin
8220DB002784,2784,Kylemore Way,,53.33523899,-6.34661158,,,,,Dublin city and suburbs,County_Dublin
8220DB002785,2785,Bluebell Avenue,,53.33008399,-6.344964224,,,,,Dublin city and suburbs,County_Dublin
8220DB002786,2786,Kylemore Luas,,53.32784181,-6.343369532,,,,,Dublin city and suburbs,County_Dublin
8220DB002787,2787,Walkinstown Avenue,,53.32510074,-6.341449068,,,,,Dublin city and suburbs,County_Dublin
8220DB002788,2788,Castlewood Avenue,,53.32283865,-6.263341217,,,,,Dublin city and suburbs,County_Dublin
8220DB002789,2789,Charleston Avenue,,53.32371645,-6.259432462,,,,,Dublin city and suburbs,County_Dublin
8220DB002790,2790,Oakley Road,,53.32463751,-6.256647706,,,,,Dublin city and suburbs,County_Dublin
8220DB002791,2791,Ranelagh Luas,,53.32502309,-6.255355922,,,,,Dublin city and suburbs,County_Dublin
8220DB002793,2793,Belgrave Square North,,53.32326224,-6.260952138,,,,,Dublin city and suburbs,County_Dublin
8220DB002794,2794,Castlewood Avenue,,53.32261053,-6.26434125,,,,,Dublin city and suburbs,County_Dublin
8220DB002795,2795,Leeson Village,,53.32852998,-6.246264621,,,,,Dublin city and suburbs,County_Dublin
8220DB002796,2796,Pembroke Road,,53.33269904,-6.240673082,,,,,Dublin city and suburbs,County_Dublin
8220DB002797,2797,Northumberland Road,,53.33226039,-6.236531957,,,,,Dublin city and suburbs,County_Dublin
8220DB002798,2798,Pembroke Road,,53.33199912,-6.235882076,,,,,Dublin city and suburbs,County_Dublin
8220DB002799,2799,Eastmoreland Place,,53.33269201,-6.242024742,,,,,Dublin city and suburbs,County_Dublin
8220DB002800,2800,Sandymount Avenue,,53.32714429,-6.222480345,,,,,Dublin city and suburbs,County_Dublin
8220DB002801,2801,Wilfield Park,,53.32924439,-6.218654523,,,,,Dublin city and suburbs,County_Dublin
8220DB002806,2806,Sandymount Avenue,,53.33037714,-6.216265063,,,,,Dublin city and suburbs,County_Dublin
8220DB002807,2807,Wilfield Park,,53.3287555,-6.219020214,,,,,Dublin city and suburbs,County_Dublin
8220DB002808,2808,Sandymount Station,,53.32681145,-6.223064685,,,,,Dublin city and suburbs,County_Dublin
8220DB002809,2809,Pearse Station,,53.342885,-6.249971,,,,,Dublin city and suburbs,County_Dublin
8220DB002810,2810,Merrion Square West,,53.340795,-6.250897,,,,,Dublin city and suburbs,County_Dublin
8220DB002811,2811,Merrion Street,,53.33936,-6.252308,,,,,Dublin city and suburbs,County_Dublin
8220DB002812,2812,Charlemont Street,,53.33192755,-6.262236257,,,,,Dublin city and suburbs,County_Dublin
8220DB002813,2813,Ranelagh Road,,53.32871177,-6.258673582,,,,,Dublin city and suburbs,County_Dublin
8220DB002814,2814,Ranelagh Luas,,53.32603377,-6.255629952,,,,,Dublin city and suburbs,County_Dublin
8220DB002815,2815,Milltown Road,,53.315851,-6.245268593,,,,,Dublin city and suburbs,County_Dublin
8220DB002816,2816,Glenmalure Square,,53.31426575,-6.246264168,,,,,Dublin city and suburbs,County_Dublin
8220DB002817,2817,Alexandra College,,53.31115237,-6.247862555,,,,,Dublin city and suburbs,County_Dublin
8220DB002898,2898,Alexandra College,,53.31116576,-6.248162159,,,,,Dublin city and suburbs,County_Dublin
8220DB002899,2899,Garrynure,,53.31637002,-6.245112214,,,,,Dublin city and suburbs,County_Dublin
8220DB002900,2900,Ranelagh Luas,,53.3259365,-6.25573901,,,,,Dublin city and suburbs,County_Dublin
8220DB002901,2901,Ranelagh Road,,53.3273431,-6.258504128,,,,,Dublin city and suburbs,County_Dublin
8220DB002902,2902,Northbrook Road,,53.32888748,-6.259011744,,,,,Dublin city and suburbs,County_Dublin
8220DB002903,2903,Charlemont Street,,53.331337,-6.26162,,,,,Dublin city and suburbs,County_Dublin
8220DB002905,2905,Merrion Square West,,53.34002881,-6.251980091,,,,,Dublin city and suburbs,County_Dublin
8220DB002906,2906,Blackditch Road,,53.33891414,-6.373350105,,,,,Dublin city and suburbs,County_Dublin
8220DB002907,2907,Orchard Lawns,,53.34025527,-6.372172738,,,,,Dublin city and suburbs,County_Dublin
8220DB002909,2909,St Ultans School,,53.33740924,-6.37372273,,,,,Dublin city and suburbs,County_Dublin
8220DB002910,2910,Spiddal Road,,53.34106599,-6.371646266,,,,,Dublin city and suburbs,County_Dublin
8220DB002911,2911,Cherry Orchard Park,,53.33874407,-6.373401629,,,,,Dublin city and suburbs,County_Dublin
8220DB002912,2912,Parliament Street,,53.34463048,-6.267366938,,,,,Dublin city and suburbs,County_Dublin
8220DB002914,2914,Orwell Road,,53.31095519,-6.273788674,,,,,Dublin city and suburbs,County_Dublin
8220DB002915,2915,Zion Road,,53.30940796,-6.273701034,,,,,Dublin city and suburbs,County_Dublin
8220DB002916,2916,Bushy Park Road,,53.30763729,-6.274942975,,,,,Dublin city and suburbs,County_Dublin
8220DB002917,2917,Meadowbank,,53.30748702,-6.277605149,,,,,Dublin city and suburbs,County_Dublin
8220DB002918,2918,Riversdale Avenue,,53.30737142,-6.280806135,,,,,Dublin city and suburbs,County_Dublin
8220DB002957,2957,McKee Avenue,,53.396234,-6.302594,,,,,Dublin city and suburbs,County_Dublin
