route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
3962_63316,7778173,337,"Ennis, Friars Walk - Kilrush, Turk's Bar",,3,,,
3962_63317,7778173,339,"Kilrush, Aldi - Kilrush, Turk's Bar",,3,,,
3962_63318,7778173,342,O'Mara's General Store - Ennis Station,,3,,,
3962_63319,7778173,344,Lakyle National School - Ennis Station,,3,,,
3962_63320,7778173,521,Newcastlewest - Charleville,,3,,,
3962_63321,7778173,595,"Tarbert, Tarbert - Skagh (Limerick), Mid Western Regional Hospital",,3,,,
3963_63322,7778170,115D,Kildalkey - Trim,,3,,,
3963_63323,7778170,163,Newgrange VC - Drogheda MacBride Railway Station,,3,,,
3963_63324,7778170,188,"Kildalkey Road, Athboy Church Car Park - Drogheda, Hospital",,3,,,
3963_63325,7778170,189,Kennedy Road - Enfield,,3,,,
3963_63326,7778170,192,Swords - Balbriggan,,3,,,
3963_63327,7778170,195,"Balbriggan, Bus Stop at Train Station - Garda Station",,3,,,
3963_63328,7778170,196,Knocksedan - Swords,,3,,,
3964_63329,7778172,822,Mountrath - Tyndall College,,3,,,
3964_63330,7778172,823,Birr - Portlaoise,,3,,,
3964_63331,7778172,834,"Roscrea, Church - Kilminchy Avenue",,3,,,
3964_63332,7778172,840,"Banagher, Library - Tullamore (Offaly), O'Connor Square",,3,,,
3964_63333,7778172,850,Athlone Station - Abbey Street,,3,,,
3964_63334,7778172,858,Thurles - Portlaoise,,3,,,
3965_63335,7778165,426,Longford Station - Mart Road,,3,,,
3965_63336,7778165,570,"Boyle - Roscommon, Abbeytown",,3,,,
3965_63337,7778165,571,"Carrownanalt, Mining Experience Car Park - Boyle",,3,,,
3965_63338,7778165,819,Athlone Station - Belvedere House and Garden,,3,,,
3965_63339,7778165,865,Granard - Longford Main St,,3,,,
3965_63340,7778165,LR24,Ballymahon - St Mels Cathedral,,3,,,
3966_63341,7778161,454,Circular Road - Train Station,,3,,,
3966_63342,7778161,978,"Belmullet, Civic Offices - Hawthorn Village, Train Station",,3,,,
3967_63343,7778167,322,Portumna - Nenagh Station,,3,,,
3967_63344,7778167,391,"Semple Stadium, Thurles Train Station - Limerick, Limerick Arthur's Quay",,3,,,
3967_63345,7778167,828,Cashel - Laois Education Centre,,3,,,
3967_63346,7778167,854,"Roscrea, Roscrea Rail Station - Nenagh, Springfield Retail Park",,3,,,
3967_63347,7778167,855,"Limerick Junction, Bohercrowe - Limerick Junction, Bohercrowe",,3,,,
3967_63348,7778167,896,"The Commons - Brittas Road, LIT Tipperary",,3,,,
3967_63349,7778167,CL1,Crann Ard - Poppyfield Retail Park,,3,,,
3967_63350,7778167,CL2,Crann Ard - Ard Gaoithe Business Park,,3,,,
3967_63351,7778167,CL9,Crann Ard - Ard Gaoithe Business Park,,3,,,
3968_63352,7778168,356,Marlfield - Lord Maguires Pub,,3,,,
3968_63353,7778168,357,The Mall Youghal - Davitts Quay,,3,,,
3968_63354,7778168,358,"Ribh Road (Opp Ard na Gri) - Waterford, Clock Tower The Quay",,3,,,
3968_63355,7778168,361,Youghal - Dungarvan,,3,,,
3968_63356,7778168,363,Tallow - Dungarvan (Davitts Quay),,3,,,
3968_63357,7778168,364,"Tallow - Fermoy, Fermoy",,3,,,
3968_63358,7778168,367,Tramore - Dungarvan (Davitts Quay),,3,,,
3968_63359,7778168,667,Davitts Quay - Waterford Hospital,,3,,,
3969_63360,7778169,368,Enniscorthy - New Ross,,3,,,
3969_63361,7778169,369,Enniscorthy - Tullow,,3,,,
3969_63362,7778169,384,Wexford - Enniscorthy,,3,,,
3969_63363,7778169,387,Wexford - Rosslare Harbour,,3,,,
3969_63364,7778169,388,Bridgetown - Wexford (The Faythe),,3,,,
3969_63365,7778169,389,Poulshone - Gorey,,3,,,
3969_63366,7778169,392,Wellington Bridge - New Ross The Quay,,3,,,
3969_63367,7778169,399,Hook Head - Deerpark,,3,,,
3970_40618,7778066,501X,"Swords, Pavilions Shopping Centre - Dublin, Marlborough Street",,3,,,
3970_40622,7778066,504,"Rathingle, Boroimhe Estate - Dublin, Marlborough Street",,3,,,
3970_59686,7778066,500N,"Dublin, Eden Quay - Swords Manor Brackenstown Road Swords",,3,,,
3970_63368,7778066,500,Swords - Dublin City,,3,,,
3970_63371,7778066,507,Swords - Dublin City,,3,,,
3970_63372,7778066,505,"Rathingle, Rathingle Road - Dublin, Marlborough Street",,3,,,
3970_63373,7778066,500X,"Abbeyvale Brackenstown Road - Dublin, Marlborough Street",,3,,,
3970_63374,7778066,502,"Swords, Forest Road - Dublin, Marlborough Street",,3,,,
3970_63375,7778066,506X,"Broadmeadow, Miller's Glen - Dublin, Marlborough Street",,3,,,
3970_63376,7778066,503,Abbeyvale Brackenstown Road - Merrion Square South,,3,,,
3970_63377,7778066,501,"Swords, Pavilions Shopping Centre - Dublin, Marlborough Street",,3,,,
3970_63378,7778066,505X,"Dublin, Eden Quay - Malahide Road (Pavilions)",,3,,,
3970_63379,7778066,506,"Dublin, Eden Quay - Swords Manor Brackenstown Road Swords",,3,,,
